Block Structure Code,Total Block Rateable Value,Block Name,BD Code (Only issued if block contains Homeowners)
STR011492,347,ST ALPHONSUS ROAD ,BD002391
STR011493,347,ST ALPHONSUS ROAD ,
STR011497,347,ST ALPHONSUS ROAD ,
STR011498,347,ST ALPHONSUS ROAD ,
STR011500,286,PATIO CLOSE ,BD002277
STR011501,286,PATIO CLOSE ,BD002278
STR011503,286,PATIO CLOSE ,
STR011513,347,PATIO CLOSE ,BD002282
STR011514,347,PATIO CLOSE ,BD002283
STR011515,347,PATIO CLOSE ,
STR011519,236,RATHMELL DRIVE ,
STR011521,245,RATHMELL DRIVE ,
STR011524,236,TABLEER AVENUE ,
STR011527,236,TABLEER AVENUE ,
STR011528,236,TABLEER AVENUE ,
STR011529,236,TABLEER AVENUE ,
STR011530,236,TABLEER AVENUE ,
STR011556,219,PRESTWICH TERRACE ,
STR011573,236,PRESTWICH TERRACE ,
STR011574,236,PRESTWICH TERRACE ,
STR011578,451,BEDFORD ROAD,BD002546
STR011579,1621,BARRY COURT (7-12),BD002235
STR011580,546,CLARKE HOUSE 4-6,BD000001
STR011581,1725,CLARKE HOUSE 7-15,BD000002
STR011582,1092,CLARKE HOUSE 16-21,BD000003
STR011583,2214,DEAUVILLE COURT (9-16),BD002444
STR011584,2240,DEAUVILLE COURT (17-24),BD002444
STR011585,2056,DEAUVILLE COURT (25-32),BD002444
STR011586,2128,DEAUVILLE COURT (33-40),BD002444
STR011587,2408,DEAUVILLE MANSIONS (9-16),BD002443
STR011588,2654,DEAUVILLE MANSIONS (17-25),BD002443
STR011589,2042,DEAUVILLE MANSIONS (26-32),BD002443
STR011590,935,FOSTER COURT (5-8),BD002543
STR011591,1541,LESSAR COURT 7-12,BD002237
STR011592,1541,LESSAR COURT 13-18,BD002238
STR011593,1541,LESSAR COURT 19-24,BD002239
STR011596,2047,GIFFORD HOUSE (9-16),BD002187
STR011597,2047,SAXON HOUSE (9-16),BD002188
STR011598,587,CAVENDISH ROAD 5 FLATS 1-3,BD002515
STR011599,434,HAZELBOURNE ROAD ,BD003570
STR011600,409,HAZELBOURNE ROAD ,BD002430
STR011602,708,CATO ROAD 13 13A 13B,BD002605
STR011603,708,CATO ROAD 15 15A 15B,BD002606
STR011604,708,CATO ROAD ,
STR011605,708,CATO ROAD 19 19A 19B,BD002607
STR011606,708,CATO ROAD 21 21A 21B,BD002608
STR011607,708,CATO ROAD 23 23A 23B,BD002609
STR011608,708,CATO ROAD 25 25A 25B,BD002610
STR011609,698," GAUDEN ROAD 4, FLATS 1,2&3",BD000227
STR011610,698,GAUDEN ROAD 6 FLATS 1 2 & 3,BD000228
STR011611,755,GAUDEN ROAD 8 FLATS 1-3,BD000223
STR011612,708,CATO ROAD,BD002589
STR011613,399,CLAPHAM PARK ROAD 182 FLATS 1 2&3,BD002534
STR011614,399,CLAPHAM PARK ROAD 184 FLATS 1 2&3,BD002535
STR011615,399,CLAPHAM PARK ROAD 186 FLATS 1 2&3,BD002536
STR011616,399,CLAPHAM PARK ROAD 188 FLATS 1 2&3,BD002537
STR011617,361,CLAPHAM PARK ROAD 190 FLATS 1 2&3,BD002538
STR011618,361,CLAPHAM PARK ROAD 192 FLATS 1 2&3,BD002539
STR011619,401,LYNETTE AVENUE ,
STR011621,302,MACAULAY ROAD ,BD000006
STR011622,480,RODENHURST ROAD ,
STR011623,460,ABBEVILLE ROAD ,BD003556
STR011624,823,ENGLEWOOD ROAD 84 FLATS 1-4,BD002513
STR011625,245,CLARENCE AVENUE ,
STR011626,245,CLARENCE AVENUE,
STR011628,245,CLARENCE AVENUE,BD002346
STR011633,282,HUBERT GROVE ,
STR011636,286,WILLINGTON ROAD ,
STR011637,286,WILLINGTON ROAD ,
STR011638,270,WILLINGTON ROAD ,
STR011639,270,WILLINGTON ROAD ,
STR011640,219,EDGELEY ROAD ,
STR011641,380,LANDOR ROAD ,BD000250
STR011642,380,LANDOR ROAD ,BD000250
STR011643,215,TASMAN ROAD ,
STR011644,625,SIBELLA ROAD ,BD000235
STR011645,270,WILLINGTON ROAD ,
STR011646,286,WILLINGTON ROAD ,
STR011647,286,WILLINGTON ROAD ,
STR011648,326,ASHMERE GROVE ,BD002466
STR011649,401,PLATO ROAD ,BD002510
STR011650,708,CATO ROAD 24 24A 24B,BD002597
STR011651,645,CATO ROAD 26 26A 26B,BD002555
STR011652,641,CATO ROAD ,
STR011653,641,CATO ROAD 30 30A 30B,BD002598
STR011656,487,KENWYN ROAD ,BD002530
STR011657,641,CATO ROAD 29 29A 29B,BD002612
STR011658,641,CATO ROAD 31 31A 31B,BD002613
STR011659,641,CATO ROAD 33 33A 33B,BD002614
STR011660,641,CATO ROAD 35 35A 35B,BD002615
STR011661,641,CATO ROAD,
STR011662,641,CATO ROAD ,
STR011663,641,CATO ROAD 41 41A 41B,BD002616
STR011664,641,CATO ROAD 43 43A 43B,BD002617
STR011665,708,CATO ROAD 45 45A 45B,BD002618
STR011666,236,GAUDEN CLOSE ,
STR011667,708,CATO ROAD 5 5A 5B,BD002601
STR011668,286,WILLINGTON ROAD ,
STR011669,258,SANDMERE ROAD ,
STR011671,270,SANDMERE ROAD ,
STR011674,286,WILLINGTON ROAD ,
STR011675,286,WILLINGTON ROAD ,
STR011676,286,WILLINGTON ROAD ,
STR011677,286,WILLINGTON ROAD ,
STR011682,194,ANDALUS ROAD ,
STR011683,182,ANDALUS ROAD ,
STR011685,194,ANDALUS ROAD ,
STR011686,,ANDALUS ROAD ,
STR011687,194,ANDALUS ROAD ,
STR011689,236,BOWLANDS ROAD ,
STR011690,215,TASMAN ROAD ,
STR011691,219,TASMAN ROAD ,
STR011692,258,HUBERT GROVE ,
STR011697,409,LITTLEBURY ROAD 53-55,BD000202
STR011698,384,LITTLEBURY ROAD (61-63),
STR011700,384,LITTLEBURY ROAD 49-51,BD000259
STR011702,286,WILLINGTON ROAD ,
STR011706,165,HUBERT GROVE ,
STR011707,148,TASMAN ROAD ,
STR011710,298,SOLON ROAD ,
STR011711,298,SOLON ROAD ,
STR011712,298,SOLON ROAD ,
STR011713,298,SOLON ROAD ,
STR011714,298,SOLON ROAD ,
STR011715,298,SOLON ROAD ,
STR011716,286,SOLON ROAD ,
STR011717,286,SOLON ROAD ,
STR011718,286,SOLON ROAD ,
STR011719,286,SOLON ROAD ,
STR011720,286,SOLON ROAD ,
STR011721,286,SOLON ROAD ,
STR011723,298,SOLON ROAD ,
STR011724,298,SOLON ROAD ,
STR011729,472,BROMFELDE ROAD ,BD003440
STR011730,661,CATO ROAD 8 8A 8B,BD002591
STR011731,661,CATO ROAD 10 10A 10B,BD002592
STR011732,661,CATO ROAD 12 12A 12B,BD002593
STR011733,661,CATO ROAD 14 14A 14B,BD002594
STR011734,661,CATO ROAD 16 16A 16B,BD002595
STR011736,413,LITTLEBURY ROAD 66-68,BD000193
STR011737,392,LITTLEBURY ROAD 18-20,BD000201
STR011738,354,LITTLEBURY ROAD 46-48,BD003551
STR011739,376,LITTLEBURY ROAD 14-16,BD000196
STR011740,346,LITTLEBURY ROAD 10-12,BD000200
STR011744,169,LITTLEBURY ROAD (50-52),
STR011746,346,LITTLEBURY ROAD 58-60,BD000204
STR011747,169,LITTLEBURY ROAD (62-64),
STR011748,169,LITTLEBURY ROAD (70-72),
STR011750,346,LITTLEBURY ROAD 6-8,BD003432
STR011753,302,NAVY STREET ,
STR011754,236,GAUDEN CLOSE ,
STR011755,708,CATO ROAD 9 9A 9B,BD002603
STR011757,258,HUBERT GROVE ,
STR011758,278,HUBERT GROVE ,
STR011759,278,HUBERT GROVE ,
STR011760,677,BEDFORD ROAD ,
STR011761,677,BEDFORD ROAD 88 88A 88B,BD002542
STR011762,677,BEDFORD ROAD 84 84A 84B,BD002545
STR011763,664,BEDFORD ROAD 96 96A 96B,BD002553
STR011764,677,BEDFORD ROAD ,
STR011765,677,BEDFORD ROAD ,
STR011766,677,BEDFORD ROAD 92 92A 92B,BD002554
STR011767,677,BEDFORD ROAD ,BD003674
STR011768,681,BEDFORD ROAD ,BD002531
STR011769,677,BEDFORD ROAD 78 FLATS GRN FL 2ND FL & A,BD002532
STR011770,677,BEDFORD ROAD 76 FLATS A B & GRD FL,BD002533
STR011771,198,LITTLEBURY ROAD (85-87),
STR011775,351,FERNDALE ROAD ,BD002473
STR011778,219,EDGELEY ROAD ,
STR011779,282,HUBERT GROVE ,
STR011783,207,FERNDALE ROAD ,
STR011784,236,FELMERSHAM CLOSE ,
STR011786,186,LITTLEBURY ROAD (21-23),
STR011787,434,LITTLEBURY ROAD 9-11,BD000213
STR011791,286,SOLON NEW ROAD ,
STR011795,314,SOLON NEW ROAD ,
STR011796,314,SOLON NEW ROAD ,
STR011797,320,SOLON NEW ROAD ,
STR011798,314,SOLON NEW ROAD ,
STR011799,314,SOLON NEW ROAD ,
STR011801,314,SOLON NEW ROAD ,
STR011802,314,SOLON NEW ROAD ,
STR011804,,HUBERT GROVE ,
STR011805,384,HUBERT GROVE,BD003600
STR011806,219,HASELRIGGE ROAD ,
STR011807,219,HASELRIGGE ROAD ,
STR011808,219,BEDFORD ROAD ,
STR011809,334,FELMERSHAM CLOSE ,BD002365
STR011810,338,FELMERSHAM CLOSE ,
STR011811,326,BEDFORD ROAD ,
STR011812,351,GREENHAM CLOSE ,
STR011813,513,STAMFORD STREET 113 A B C D & E,BD003164
STR011814,953,STAMFORD STREET 115 A-E,BD003165
STR011815,531,STAMFORD STREET 119 A-E,BD003533
STR011816,609,STAMFORD STREET 121 A-E,BD003166
STR011817,968,STAMFORD STREET 105 A-E,BD003162
STR011818,314,KENNINGTON LANE ,BD003008
STR011819,326,KENNINGTON LANE ,BD003008
STR011820,417,KENNINGTON LANE ,BD003024
STR011821,367,KENNINGTON LANE ,BD003025
STR011822,367,KENNINGTON LANE ,BD003026
STR011823,384,OAKDEN STREET ,
STR011824,389,OAKDEN STREET ,BD002994
STR011825,384,OAKDEN STREET ,
STR011826,392,OAKDEN STREET ,
STR011827,397,OAKDEN STREET ,BD002995
STR011828,384,OAKDEN STREET ,BD002996
STR011829,384,OAKDEN STREET ,BD003426
STR011830,420,AQUINAS STREET ,
STR011831,541,AQUINAS ST 26 A-C,BD003176
STR011832,525,AQUINAS ST 27 A-C,BD003145
STR011833,453,AQUINAS STREET ,
STR011834,436,AQUINAS ST 29 A-C,BD003146
STR011835,524,AQUINAS ST 30 A-C,BD003147
STR011836,541,AQUINAS ST 31 A-C,BD003148
STR011838,420,AQUINAS ST 33 A-C,BD003150
STR011839,182,AQUINAS ST 34 A-C,
STR011841,436,AQUINAS ST 36 A-C,BD003153
STR011842,437,AQUINAS ST 37 A-C,BD003154
STR011843,507,AQUINAS ST 38 A-C,BD003155
STR011844,290,SULLIVAN ROAD ,
STR011846,207,AQUINAS STREET ,
STR011847,219,AQUINAS STREET ,
STR011853,302,BROOK DRIVE ,
STR011855,194,KENNINGTON LANE ,
STR011857,232,KENNINGTON LANE ,
STR011858,232,KENNINGTON LANE ,
STR011860,207,AQUINAS STREET ,
STR011861,169,AQUINAS STREET ,
STR011862,190,AQUINAS STREET ,
STR011867,455,GREENHAM CLOSE ,
STR011868,541,AQUINAS STREET ,BD003168
STR011869,286,GREENHAM CLOSE ,BD002978
STR011870,286,GREENHAM CLOSE ,
STR011871,286,GREENHAM CLOSE ,
STR011872,286,GREENHAM CLOSE ,BD002979
STR011873,286,GREENHAM CLOSE ,BD002980
STR011874,351,GREENHAM CLOSE ,
STR011875,351,GREENHAM CLOSE ,
STR011876,286,GREENHAM CLOSE ,
STR011877,286,GREENHAM CLOSE ,
STR011878,286,GREENHAM CLOSE ,BD002981
STR011879,286,GREENHAM CLOSE ,
STR011881,286,GREENHAM CLOSE ,
STR011882,286,GREENHAM CLOSE ,BD002982
STR011883,351,GREENHAM CLOSE ,
STR011884,939,STAMFORD STREET 69 A-E,BD003157
STR011885,1180,STAMFORD STREET 77 A-E,BD003158
STR011886,896,STAMFORD STREET 81 A-E,BD003159
STR011887,923,STAMFORD STREET 85 A-E,BD003160
STR011888,674,STAMFORD STREET 89 A-D,BD003161
STR011889,960,LONESOME DEPOT TRAVELLERS SITE,
STR011912,409,RENFREW ROAD ,
STR011914,384,RENFREW ROAD ,
STR011919,384,RENFREW ROAD ,BD002913
STR011920,384,RENFREW ROAD ,BD002914
STR011921,384,RENFREW ROAD ,
STR011922,384,RENFREW ROAD ,
STR011924,384,RENFREW ROAD ,
STR011925,384,RENFREW ROAD ,
STR011926,384,RENFREW ROAD ,
STR011927,384,RENFREW ROAD ,
STR011928,384,RENFREW ROAD ,BD002915
STR011930,384,RENFREW ROAD ,
STR011931,384,RENFREW ROAD ,
STR011932,397,RENFREW ROAD ,
STR011933,397,RENFREW ROAD ,
STR011934,397,RENFREW ROAD ,
STR011935,430,REEDWORTH STREET ,
STR011936,430,REEDWORTH STREET ,
STR011940,430,REEDWORTH STREET ,
STR011942,430,REEDWORTH STREET ,BD002912
STR011946,274,PRIORESS ROAD ,
STR011947,326,YEOMAN CLOSE,
STR011948,326,YEOMAN CLOSE ,
STR011949,760,DUNBAR STREET ,BD003706
STR011952,132,CHAPEL ROAD,
STR011953,326,FRANKLIN CLOSE ,BD001605
STR011954,326,FRANKLIN CLOSE ,
STR011955,326,FRANKLIN CLOSE ,
STR011956,326,FRANKLIN CLOSE ,BD001606
STR011958,400,KNIGHTS HILL ,BD001854
STR011959,400,KNIGHTS HILL ,BD001856
STR011960,363,YEOMAN CLOSE ,
STR011961,363,YEOMAN CLOSE ,
STR011963,392,KNIGHTS HILL ,BD003614
STR011964,240,CASEWICK ROAD ,BD003296
STR011965,367,DUNBAR STREET ,
STR011966,372,DUNBAR STREET ,
STR011967,405,ST JULIANS FARM ROAD ,
STR011968,367,YEOMAN CLOSE ,
STR011970,367,DUNBAR STREET ,
STR011971,355,DUNBAR STREET ,
STR011972,326,YEOMAN CLOSE ,
STR011973,326,FRANKLIN CLOSE ,
STR011974,326,FRANKLIN CLOSE ,
STR011975,326,FRANKLIN CLOSE ,
STR011976,326,FRANKLIN CLOSE ,
STR011977,380,DUNBAR STREET ,
STR011978,326,YEOMAN CLOSE ,BD001538
STR011979,326,YEOMAN CLOSE ,BD001539
STR011980,405,YEOMAN CLOSE ,BD001540
STR011982,119,CHAPEL ROAD ,
STR011983,322,ST VINCENT CLOSE ,
STR011985,254,WOODENBRIDGE TERRACE ,
STR011990,254,WOODENBRIDGE TERRACE ,
STR011991,254,WOODENBRIDGE TERRACE ,
STR011992,254,WOODENBRIDGE TERRACE ,
STR011993,351,WOODENBRIDGE TERRACE ,
STR011994,326,FRANKLIN CLOSE ,
STR011995,326,FRANKLIN CLOSE ,
STR011996,326,FRANKLIN CLOSE ,BD001599
STR011997,326,FRANKLIN CLOSE ,BD001600
STR011998,326,FRANKLIN CLOSE ,BD001604
STR012000,355,DUNBAR STREET ,
STR012001,274,PRIORESS ROAD ,
STR012002,274,PRIORESS ROAD ,
STR012004,380,DUNBAR STREET ,BD001514
STR012007,326,YEOMAN CLOSE ,BD001541
STR012008,326,YEOMAN CLOSE ,BD001542
STR012009,372,DUNELM GROVE,BD001527
STR012010,372,DUNELM GROVE,
STR012011,372,DUNELM GROVE,
STR012012,372,DUNELM GROVE,BD001528
STR012013,372,DUNELM GROVE,
STR012014,355,DUNBAR STREET ,BD001517
STR012016,169,CHANCELLOR GROVE ,
STR012020,274,PRIORESS ROAD ,
STR012021,232,TRITTON ROAD ,
STR012022,157,DUNBAR STREET ,
STR012024,140,DUNBAR STREET ,
STR012025,274,PRIORESS ROAD ,
STR012026,367,DUNBAR STREET ,
STR012027,372,DUNBAR STREET ,
STR012028,274,PRIORESS ROAD ,BD001557
STR012029,274,PRIORESS ROAD ,BD001558
STR012030,274,PRIORESS ROAD ,
STR012032,326,YEOMAN CLOSE ,
STR012033,326,YEOMAN CLOSE ,BD001544
STR012035,326,YEOMAN CLOSE ,BD001545
STR012036,326,YEOMAN CLOSE ,
STR012037,355,DUNBAR STREET,BD001519
STR012038,107,LINTON GROVE ,BD001815
STR012039,115,LINTON GROVE ,
STR012040,376,YEOMAN CLOSE ,
STR012042,182,CHAPEL ROAD ,
STR012044,355,DUNBAR STREET ,
STR012045,310,DUNELM GROVE ,
STR012046,310,DUNELM GROVE ,
STR012047,310,DUNELM GROVE ,
STR012048,326,DUNBAR STREET ,BD001515
STR012050,326,DUNBAR STREET ,
STR012052,152,CHAPEL ROAD ,
STR012053,342,DUNELM GROVE ,
STR012054,342,DUNELM GROVE ,BD001529
STR012055,342,DUNELM GROVE ,
STR012057,582,BROXHOLM ROAD 78 FLATS 1 2 3,BD001711
STR012059,355,DUNBAR STREET ,
STR012060,355,DUNBAR STREET ,BD001522
STR012061,306,ST VINCENT CLOSE ,
STR012062,326,FRANKLIN CLOSE ,
STR012064,326,FRANKLIN CLOSE ,
STR012065,274,PRIORESS ROAD ,
STR012067,274,PRIORESS ROAD ,
STR012070,282,HARPENDEN ROAD ,
STR012071,282,HARPENDEN ROAD ,
STR012072,290,HARPENDEN ROAD ,
STR012085,330,YORK HILL ,
STR012086,330,YORK HILL ,
STR012088,330,YORK HILL ,
STR012099,1338,CHAPLIN CLOSE (32-38),
STR012100,308,CHAPLIN CLOSE ,
STR012102,371,LAMBETH ROAD ,
STR012103,245,BROOK DRIVE ,BD002998
STR012104,236,HERCULES ROAD ,
STR012108,351,GREENHAM CLOSE,
STR012109,351,GREENHAM CLOSE,
STR012110,351,GREENHAM CLOSE,
STR012111,295,CHAPLIN CLOSE ,
STR012112,295,CHAPLIN CLOSE ,
STR012113,295,CHAPLIN CLOSE ,BD003203
STR012114,295,CHAPLIN CLOSE ,
STR012116,286,GREENHAM CLOSE ,
STR012117,286,GREENHAM CLOSE ,
STR012118,388,GREENHAM CLOSE ,BD003219
STR012119,286,GREENHAM CLOSE ,
STR012121,286,GREENHAM CLOSE ,BD003220
STR012122,286,GREENHAM CLOSE ,
STR012123,286,GREENHAM CLOSE ,
STR012124,286,GREENHAM CLOSE ,
STR012125,286,GREENHAM CLOSE ,
STR012126,286,GREENHAM CLOSE ,
STR012127,286,GREENHAM CLOSE ,
STR012128,286,GREENHAM CLOSE ,
STR012129,388,GREENHAM CLOSE ,
STR012130,877,MONKTON STREET 69/71 FLAT 1 2 3 4,BD002991
STR012131,910,MONKTON STREET ,BD002992
STR012132,223,MONKTON STREET ,
STR012133,223,MONKTON STREET ,BD002992
STR012134,1032,OAKDEN STREET ,BD003425
STR012136,421,OAKDEN STREET ,BD002997
STR012137,182,OAKDEN STREET ,
STR012138,286,BROOK DRIVE ,
STR012139,266,BROOK DRIVE ,
STR012140,266,BROOK DRIVE ,
STR012141,245,BROOK DRIVE ,
STR012142,245,BROOK DRIVE ,
STR012143,258,BROOK DRIVE ,
STR012144,274,BROOK DRIVE ,
STR012145,258,BROOK DRIVE ,
STR012148,258,BROOK DRIVE ,
STR012149,501,BROOK DRIVE ,BD003042
STR012150,464,BROOK DRIVE ,BD003040
STR012151,625,BROOK DRIVE ,
STR012152,609,BROOK DRIVE ,BD003402
STR012153,2291,BROOK DRIVE 44-50,BD003028
STR012154,2307,BROOK DRIVE (60-66),BD003030
STR012155,609,BROOK DRIVE 36 A-C,BD003045
STR012156,464,BROOK DRIVE,BD003032
STR012157,306,BROOK DRIVE,BD003041
STR012158,2307,BROOK DRIVE 52-58 FLATS 1-9,BD003034
STR012159,660,"LOUGHBOROUGH ROAD 1 FLATS 1,2 &3",BD003610
STR012160,539,BURTON ROAD ,BD001011
STR012161,490,BURTON ROAD ,BD000850
STR012162,532,LOUGHBOROUGH ROAD,BD000854
STR012163,376,SOUTHWELL ROAD ,
STR012165,520,BURTON ROAD ,
STR012166,1195,BURTON ROAD ,
STR012168,463,COLDHARBOUR LANE ,BD000848
STR012169,367,LILFORD ROAD ,
STR012170,367,LILFORD ROAD ,BD001136
STR012171,367,LILFORD ROAD ,BD001137
STR012172,528,LOUGHBOROUGH ROAD ,
STR012179,295,FITZALAN STREET ,
STR012181,306,WALNUT TREE WALK ,
STR012182,274,TALLEYRAND HOUSE ,BD000510
STR012183,258,URLWIN WALK ,
STR012184,258,URLWIN WALK ,
STR012185,258,URLWIN WALK ,BD000583
STR012186,302,BURTON LANE ,
STR012187,302,BURTON LANE ,
STR012188,302,BURTON LANE ,BD000559
STR012189,266,BURTON LANE ,
STR012190,266,SORRELL CLOSE ,
STR012191,266,SORRELL CLOSE ,
STR012192,302,LORD HOLLAND LANE ,
STR012193,302,LORD HOLLAND LANE ,BD003584
STR012194,322,LORD HOLLAND LANE ,
STR012195,322,LORD HOLLAND LANE ,BD003462
STR012196,302,HILDA TERRACE,
STR012197,266,CHURCH GREEN,
STR012198,266,CHURCH GREEN,BD000576
STR012199,302,CHURCH GREEN,
STR012200,302,NORVAL GREEN ,BD000580
STR012201,302,NORVAL GREEN ,
STR012202,302,NORVAL GREEN ,BD000580
STR012203,258,EVESHAM WALK ,
STR012204,258,EVESHAM WALK ,BD000582
STR012207,338,ST LAWRENCE WAY ,
STR012208,372,ST LAWRENCE WAY ,
STR012209,422,ST LAWRENCE WAY ,BD000605
STR012210,422,ST LAWRENCE WAY ,BD000606
STR012211,372,ST LAWRENCE WAY ,BD000590
STR012212,278,AKERMAN ROAD ,
STR012213,330,AKERMAN ROAD ,
STR012214,330,AKERMAN ROAD ,
STR012215,250,CLARIBEL ROAD ,
STR012216,322,EVANDALE ROAD ,
STR012217,207,EVANDALE ROAD ,
STR012218,326,BRITANNIA CLOSE ,
STR012219,334,BRITANNIA CLOSE ,
STR012220,367,CLAPHAM CRESCENT ,
STR012222,334,FELMERSHAM CLOSE ,
STR012223,326,HASELRIGGE ROAD ,BD002369
STR012224,282,HASELRIGGE ROAD ,
STR012225,282,HASELRIGGE ROAD ,BD002370
STR012228,334,HASELRIGGE ROAD ,
STR012229,334,RIGGE PLACE,
STR012230,236,WRIGHTS GREEN ,
STR012232,334,WRIGHTS GREEN ,BD002376
STR012233,334,WRIGHTS GREEN ,
STR012234,326,WRIGHTS GREEN ,
STR012235,326,BEDFORD ROAD ,
STR012236,326,BEDFORD ROAD ,
STR012237,334,HASELRIGGE ROAD ,
STR012238,223,STONHOUSE STREET ,
STR012239,372,CLAPHAM MANOR STREET ,
STR012240,266,HICKMORE WALK ,
STR012241,232,HICKMORE WALK ,
STR012242,334,STONHOUSE STREET ,
STR012243,250,CHIP STREET ,
STR012244,274,CLAPHAM MANOR STREET ,
STR012245,290,CLAPHAM MANOR STREET ,
STR012247,258,COTTAGE GROVE ,
STR012251,274,HUBERT GROVE ,
STR012252,236,TASMAN ROAD ,
STR012253,182,FELMERSHAM CLOSE ,
STR012254,286,SOLON NEW ROAD ,
STR012255,286,SOLON NEW ROAD ,
STR012256,286,SOLON NEW ROAD ,
STR012257,278,BANESBERIE CLOSE ,
STR012258,278,BANESBERIE CLOSE ,
STR012259,278,BANESBERIE CLOSE ,
STR012260,278,BANESBERIE CLOSE ,
STR012261,278,BANESBERIE CLOSE ,
STR012262,278,BANESBERIE CLOSE ,
STR012263,205,BANESBERIE CLOSE ,
STR012264,182,TIVOLI ROAD ,
STR012265,182,TIVOLI ROAD ,
STR012267,182,CROWN DALE ,
STR012268,182,FURNEAUX AVENUE,
STR012269,314,LINTON GROVE ,
STR012270,314,LINTON GROVE ,
STR012271,298,CURNICKS LANE,
STR012272,298,CURNICKS LANE ,
STR012273,314,DARLINGTON ROAD ,
STR012274,314,DARLINGTON ROAD ,BD001475
STR012275,314,DARLINGTON ROAD ,
STR012276,298,EDEN ROAD ,
STR012277,298,EDEN ROAD ,
STR012278,298,MILLHOUSE PLACE ,
STR012279,306,WOODCOTE PLACE ,
STR012280,298,WOODCOTE PLACE ,
STR012281,250,LINDWAY ,
STR012282,258,LAKEVIEW ROAD,BD001202
STR012283,250,LAKEVIEW ROAD ,
STR012284,258,TRUSLOVE ROAD ,
STR012285,250,TRUSLOVE ROAD ,
STR012286,250,TRUSLOVE ROAD ,
STR012287,258,TRUSLOVE ROAD ,BD001214
STR012288,294,WOODVALE WALK ,
STR012289,306,WOODVALE WALK ,
STR012290,306,WOODVALE WALK ,
STR012291,306,WOODVALE WALK ,BD001420
STR012292,314,WOODVALE WALK ,
STR012293,294,WOODVALE WALK ,
STR012294,363,WOODVALE WALK ,
STR012295,338,DUNELM GROVE ,BD001523
STR012296,434,DUNELM GROVE ,
STR012297,119,LADAS ROAD ,
STR012298,190,DASSETT ROAD ,
STR012300,127,LADAS ROAD ,
STR012301,136,TIVOLI ROAD ,
STR012302,107,LADAS ROAD ,
STR012303,123,LADAS ROAD,
STR012305,119,TIVOLI ROAD ,
STR012314,330,BROUGH CLOSE ,
STR012315,330,KENCHESTER CLOSE ,BD002937
STR012316,330,KENCHESTER CLOSE ,
STR012317,330,KENCHESTER CLOSE ,BD002939
STR012318,463,KENCHESTER CLOSE ,
STR012319,367,KENCHESTER CLOSE ,
STR012320,322,KINGSWOOD CLOSE ,
STR012321,330,KINGSWOOD CLOSE ,BD002944
STR012322,322,KINGSWOOD CLOSE ,BD002945
STR012323,330,KINGSWOOD CLOSE ,
STR012324,380,KNIGHTS HOUSE ,
STR012325,380,KNIGHTS HOUSE ,BD002949
STR012326,330,MAWBEY STREET ,
STR012327,322,PICKWORTH CLOSE ,BD002959
STR012328,330,PICKWORTH CLOSE ,
STR012329,376,PICKWORTH CLOSE ,
STR012330,330,WALTON CLOSE ,BD002965
STR012331,330,WALTON CLOSE ,
STR012332,347,WILCOX CLOSE ,BD002975
STR012333,347,WILCOX CLOSE ,
STR012334,347,WILCOX CLOSE ,
STR012335,236,LANSDOWNE WAY ,
STR012336,165,HARTINGTON ROAD ,
STR012337,245,LOTHIAN ROAD ,
STR012338,274,TINDALL STREET ,
STR012343,330,FAIRBAIRN GREEN ,
STR012353,392,MELBOURNE MEWS ,BD000638
STR012354,290,MELBOURNE MEWS ,
STR012355,372,HALSMERE ROAD ,
STR012356,372,HALSMERE ROAD ,
STR012357,330,FREDERICK CRESCENT ,
STR012358,318,FREDERICK CRESCENT ,
STR012360,318,FREDERICK CRESCENT ,
STR012361,330,FREDERICK CRESCENT ,
STR012362,286,TINDALL STREET ,
STR012364,351,LANGTON ROAD ,
STR012365,338,LANGTON ROAD ,
STR012366,338,LANGTON ROAD ,
STR012367,338,LANGTON ROAD ,
STR012368,215,MYATT ROAD ,
STR012369,310,MYATT ROAD ,
STR012370,302,MYATT ROAD ,
STR012371,306,MYATT ROAD ,
STR012372,306,PATMOS ROAD ,
STR012373,306,PATMOS ROAD ,
STR012374,372,FLODDEN ROAD ,
STR012376,363,BRIXTON ROAD ,
STR012377,290,CANCELL ROAD ,
STR012378,258,CANCELL ROAD ,
STR012380,262,RUSSELL GROVE ,
STR012381,278,RUSSELL GROVE ,
STR012383,258,CANCELL ROAD ,
STR012385,306,PAULET ROAD ,
STR012386,355,CAMBERWELL NEW ROAD ,
STR012387,363,CAMBERWELL NEW ROAD ,
STR012388,318,CAMBERWELL NEW ROAD ,
STR012390,258,HOLLAND GROVE ,
STR012391,332,FOXLEY ROAD ,
STR012394,318,KENDAL CLOSE,
STR012395,318,KENDAL CLOSE,
STR012396,318,KENDAL CLOSE,BD003366
STR012397,306,KENDAL CLOSE,
STR012398,306,KENDAL CLOSE,BD003377
STR012399,318,KENDAL CLOSE,
STR012401,376,CAMBERWELL NEW ROAD ,
STR012402,376,CAMBERWELL NEW ROAD ,
STR012404,388,VASSALL ROAD ,
STR012406,254,GASKELL STREET ,
STR012408,270,GASKELL STREET ,
STR012409,250,GASKELL STREET ,
STR012410,215,GASKELL STREET ,
STR012411,236,LARKHALL LANE ,
STR012412,258,GASKELL STREET ,
STR012413,258,GASKELL STREET ,
STR012414,215,GASKELL STREET ,
